2025-07-30T11:22:04.287Z - visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0 - 1366x768 - IP: 127.0.0.1 - Location: 
2025-08-12 13:16:21 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-12 13:30:50 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-12 20:13:12 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-12 20:21:22 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-12 20:21:39 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-12 20:28:45 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-12 20:30:08 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 08:43:55 - Visit - Avast Antivirus - N/A - IP: 192.168.12.228 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 08:46:11 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 08:46:28 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 09:11:15 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 09:11:49 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 09:12:51 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 09:13:32 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 09:14:39 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 09:22:22 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 09:22:51 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 09:25:17 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 09:27:22 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 09:30:49 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 09:44:08 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 09:44:26 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 09:45:07 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 09:52:27 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 10:05:30 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 10:38:01 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 10:38:09 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-13 10:38:22 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-14 08:48:53 - Visit - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0 - N/A - IP: 127.0.0.1 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
2025-08-16 20:10:17 - Visit - Avast Antivirus - N/A - IP: 192.168.1.13 - Location: , ,  - Lat:  - Lon:  - ISP:  - Timezone: 
